ID;CTL
468;forall i, j: AG(requestDirection(i, j) -> EX(directionComputed(i, j)))
469;forall i: AG(hoverInPlaceCommand(i) -> AF(hoveringInPlace(i) & currentPositionMaintained(i)))
470;forall i: AG((hoveringInPlace(i) & flightRouteAssigned(i)) -> AF(currentPositionMaintained(i)))
471;forall i: AG((activeFlightPlan(i) & hoverCommandRescinded(i)) -> AF(continueToOriginalWaypoint(i)))
472;forall i: AG((flightPlanActivated(i) & onGround(i)) -> AF(verticalTakeoff(i) & reachesPrescribedAltitude(i)))
473;EG(managesPredefinedFlightPatterns)
474;AG(requestCancelActiveMission & missionActive -> AF(missionCancelled))
475;AG(requestScheduleRoute -> AF(routeScheduled))
476;forall i: AG(route(i=ID) -> AF(routeAssignedToUAV(i)))
477;forall i: AG((!manualRouteAssignment(i)) -> AF(autoRouteAssignment(i)))
478;forall i: AG((!PendingFlightPlans(i) & finalWaypointReached(i)) -> AF(hoverInPlace(i)))
479;AG(abortRequest(i) & executingFlightPlan(i) -> AF(flightPlanAborted(i)))
480;forall i, j: AG(flightPattern(i) -> AF(waypointLongitudeOffset(i, j) & waypointLatitudeOffset(i, j) & waypointAltitudeOffset(i, j)))
481;forall i, j: AG((assignedMission(i) & assignedMission(j) & (i != j) & overlappingPaths(i, j)) -> EF(warningProvided))
482;AG(UAVConnectedViaGCS -> EF(supportedByVehicleCore))
483;AG(virtualUAV -> EF(supportedByVehicleCore))
484;foral i: AG(UAVDeactivated(i) -> AF(cancelCurrentFlightPlan(i) & cancelScheduledFlightPlans(i)))
485;AG(maxUAVsReached -> AX(rejectActivationRequest))
486;AG(UAVRegistered -> EX(UAVMetadataStored))
487;AG(usingInternalSimulator -> EX(approximateUAVBehavior))
488;AG(takeoffCommand -> AF(moveToTakeoffAltitude))
489;AG(gotoCommand -> AF(updateLocation & (distanceRemaining <= SIMULATION_STEP_SIZE) U destinationReached))
490;AG(landingCommand -> AF(movedToGroundAltitude))
491;AG(approximateBatteryState)
492;AG(flightPlanEvent -> AF(logged(flightPlanEvent)))
493;AG((commandSentToCGS | messageReceivedFromCGS) -> AF(logged(commandSentToCGS) | logged(messageReceivedFromCGS)))
494;AG(requestActiveUAVsList -> AF(activeUAVsListProvided))
495;AG(requestExistingRoutesList -> AF(existingRoutesListProvided))
496;AG(commandFromUI -> AF(commandForwardedToDronology))
497;AG(createFlightRouteRequest -> AF(flightRouteCreated)) & AG(modifyFlightRouteRequest -> AF(flightRouteModified))
498;forall i: AG(routeToBeAssigned & uavActive(i) -> AF(routeAssignedToActiveUAV(i)))
499;AG(activateMissionPlanRequest -> AF(missionPlanActivated))
500;AG(VaadinUIActivated -> AF(VaadinUIConfiguredAccordingToStoredParameters))
501;AG(loadMapView -> AF(mapViewPositioned = predefinedLocation))
502;forall i: AG(UIRouteSelection & UAVSelection(i) -> AF(routeAssignedToUAV(i)))
503;forall i: AG(UIRouteUnassignment & UAVSelection(i) -> AF(routeUnassignedFromUAV(i) & dronologyNotified))
504;AG(UAVDetailsRequest -> AF(UAVDetailsDisplayed & flightPlansDisplayed))
505;forall i: AG(UAVSelection(i) -> AF(activeFlightPlansDisplayed(i)))
506;forall i, j: AG((!executingFlightPlan(i, j) & (routeReorderRequest(i) | removeFlightPlanRequest(i))) -> AF(routeReordered(i) | flightPlanRemoved(i)))
507;forall i, j: AG(cancelPendingFlightPlanRequest(i, j) -> (AF(pendingFlightPlanCancelled(i, j)) & AF(dronologyNotified(i, j))))
508;AG(RouteCreationUI_ -> AF(startingWaypointMarker & endingWaypointMarker & intermediateWaypointMarkers))
509;AG(RouteCreationUI_ -> AF(ValidAltitudeValues & ValidSpeedValues))
510;AG(route -> AF((uniqueID & textualDescription & waypointSet) & (editableID & editableDescription & editableWaypoints)))
511;AG(RouteRequest -> AF(ModifiedRouteSentToDronology | NewRouteSentToDronology))
512;AG((requestRouteCreation -> AF(routeCreated)) & (requestRouteModification -> AF(routeModified)))
513;AG(requestRouteDeletion -> AF(routeDeleted))
514;AG(loadRouteCreationUI -> AF(existingRoutesDisplayed))
515;AG(activatedUAVs -> AF(displayName & displayStatus))
516;AG(activeFlightPlans -> AF(displayFlightPlans))
517;AG(userSelectUAVs -> AF(applyFlightOperations))
518;AG(userSelectGroupUAVs -> AF(performEmergencyOperations))
519;AG(userSelectUAVs -> AF(followUAVsOnMap))
520;AG(emergencyOccurs -> AF(notifyUsers))
521;AG(retrieveMonitoringMessages -> AF(distributeToClients))
522;AG(newMonitoringMessageReceived -> AF(forwardMessageToSubscribedClients))
523;AF(messageFromDronologyComponent)
524;AF(handleMultipleGCS)
525;AG(initiateConnection -> AF(establishConnection))
526;AG((StateMessage | MonitoringMessage | ModeChangeMessage) -> AF(GCSMiddlewareHandlesMessage))
527;AG(dronologyCommand -> AF(forwardToGCS))
528;AG(connectionLost -> AF(notifyDronology & deactivateUAVs))
529;AG(commandReceived -> AF(commandForwarded(i)))
530;AG(forall i : assignMessageFrequency(i))
531;AG(forall i : newUAVConnected(i) -> AF(reportNewUAV(i)))
532;AG(forall i : UAVLocationUpdated(i) -> AF(transmitUAVLocation(i)))
533;AG(forall i : UAVPropertiesUpdated(i) -> AF(transmitUAVProperties(i)))
534;AG(forall i: executingFlightPlanUAV(i))
535;AG(forall i: supportedMapLayerType(i))
536;AG(forall i: inputAddresses(i) -> AF(optimizedRoute(i)))
537;AG(forall i: inputAddresses(i) -> AF(optimizedRoute(i) & forall j: fixedPath(i, j) -> AF(fixedPathInOptimizedRoute(i, j))))
538;AG(fastInternetConnection -> AF(increasedPerformance))
539;AG(userRequest -> AF(loadNewMaps))
540;AG(installed -> AX(loginPrompt))
541;AG(successfulLogin -> EX(selectSpring2013 | selectWinter2013))
542;AG((selectSpring2013 | selectWinter2013) -> EX(forall i: ListedCategory(i)))
543;AG(selectCategory(i) -> EX(thumbnailImagesAppear(i)))
544;AG(selectProduct(i) -> EX(viewProductDetails(i)))
545;AG(viewProductDetails(i) -> EX(forall j: detailFeatureAvailable(j, i)))
546;AG(viewProductDetails(i) -> EX(callRepForOrder(i) | proceedToOnlineCheckout(i)))
547;AG(loggedIn -> (AF(catalogueSelected) | AF(searchFunctionUsed)))
548;AG(searchIconSelected -> AF(searchByProductID & searchByKeyword))
549;AG(successfulQuery -> AF(searchResultsDisplayed))
550;AG(!successfulQuery -> AF(errorMessageDisplayed))
551;AG(selectedProduct -> EX(productDetails))
552;AG(successfulLogin -> EX(selectCatalogue) | EX(search) | EX(subNavigation))
553;AG(selectDownloadPDF -> AF(viewPDFonDevice))
554;AG(selectVideos -> AF(display360VideoList))
555;AG(selectVideoFromList -> AF(playVideoOnDevice))
556;AG(userPerformsZoomGesture -> AF(imageZoomedIn))
557;AG(userSwipesLeftToRight -> AF(nextProductViewed))
558;AG(backButtonPressed -> AF(returnToCategoryPage))
559;AG(userSearches -> AF(searchByKeyword) | AF(searchByProductID))
560;AG(userNavigates -> AF(accessCataloguePDF) & AF(access360Videos) & AF(contactRep))
561;AG(minimalLogic -> EF(littleComputationIssues | !computationIssues))
562;AG(usingDeviceWhileDriving -> EF(hazard))
563;AG(loginAttempt -> AF(linkedWithInternalSystem))
564;AG(secureInformation)
565;A[!necessaryFieldsFilled W (necessaryFieldsFilled & AF(activationMailSent))]
566;A[!accountActivated W (accountActivated & AF(userLoggedIn))]
567;AF(enteredUsernamePassword & AF(userLoggedIn))
568;AG(Logout -> AF(userLoggedOut))
569;AG(userLoggedOut -> A[!userUsingSystem W userLoggedIn])
570;AG(userSearching -> AF(searchByPrice | searchByLocation | searchByCategory))
571;AG(userBrowsingProfiles -> AF(viewUsername & viewProfilePhoto & viewUserItems))
572;AG(userBrowsingCategories -> AF(viewItemCount(i)))
573;AG(userBrowsingItems -> AF (viewItemPictures & viewItemPrices & viewOtherFeatures))
574;AG((usernameChanged | passwordChanged) -> AF(notificationEmailSent))
575;AG(emailLinkClicked -> A[!changesApplied W emailLinkClicked])
576;AF(buyCredits & (useCreditCard | usePayPal))
577;AF(AddToCart & itemAddedToCart)
578;AG(itemAvailableForExchange -> AF(requestExchange))
579;AG(exchangeOffered -> AF(approveExchange))
580;AG(exchangeOffered -> AF(declineExchange))
581;AG(shipmentStarts -> AF(notifyOtherUsers))
582;AG(userAddingItem -> AX(itemCount = itemCount + 1))
583;EF(setPrice) & EF(setAmount) & EF(uploadPictures) & EF(addDetails)
584;AG(editItem -> EF(addPictures | removePictures) & EF(changePrice) & EF(changeDetails))
585;AG(wishesToRemove -> AX(removeItem))
586;AF(deleteProfile)
587;AG(deleteProfile -> AF(!useSystemWithOldDetails))
588;AG(markFavorite -> AF(itemChanged & notifyUser))
589;AF(tradedWith & (rateUser | commentUser))
590;AG((searchInitiated) -> AF(searchbySiteName | searchbyDescription))
591;AG(autoSuggestEnabled)
592;AG(searchInProgress -> AF(resultsDescending))
593;AG(!ResultsFound -> AF(displayNoResultsMessage))
594;AG(!ResultsFound -> AF(displayLinkBackToHome))
595;AF(geoLocationFeatureAvailable -> AF(findUser))
596;AG(geoLocationScriptEnabled -> AF(locateUser))
597;AG(userWithinOneMileOfCampus)
598;AG(userWithinOneMileOfCampus -> AF(updateLocation))
599;AF(requestLocationPermission)
600;AG(denyLocationPermission -> AF(promptHomeScreen))
601;AG(allowLocationPermission -> AF(createUser))
602;AG(unableToUpdateLocation -> AF(showFailureMsg & returnToHomePage))
603;AF(displayNearbySitesLink)
604;AG(ajaxRequest -> AF(updateHomePage))
605;AG(requestNearestSites -> AF(displaySortedNearestSitesByName))
606;AG(requestSites -> AF(displaySitesOnMap)) & AG(displaySitesOnMap -> (name & description & linkToSitePage))
607;AG(requestDistanceCalculation -> AF(completeDistanceCalculation))
608;AG(userClicksBrowseSites -> AF(displaySortedSiteList))
609;AG(collectListOfAllSites & SortedByName)
610;AG(buildURLForEachSitePage)
611;AG(clickMapLink -> AF(displayCampusMapWithSites))
612;AG(historicalSiteExists -> AF(markerWithInfoOnMap))
613;AG(sitePageExists -> AF(containsWalkingDirectionsLink))
614;AG(siteExists -> AF(displayThumbnails & OrderedByYear))
615;AG(!imageAvailable -> AF(displayNoImageFlag))
616;AG(clickThumbnail -> AF(displayMediumSizedImage))
617;AG(clickThumbnail -> AF(replaceSiteDescription))
618;AG(ClickMainImage -> AF(displayEnlargedImage))
619;AG(ClickWalkingTourLink -> AF(displayWalkingTourPage))
620;AG(ClickAboutLink -> AF(displayAboutPage))
621;AG(!personalDataStored)
622;AG(nightlyCronJobRuns -> AF(userLocationDataDeleted))
623;AG(adminUsesInterface -> AF(adminAuthorized))
624;AG(adminAuthorized -> AF(textElementsChanged))
625;AG(languageSelected -> AF(inMainApp))
626;AG(defaultLanguage = English)
627;AG(mainMenu -> AF(MapLauncher & (mapAppVersion = 3.1.3)))
628;AG(mainMenu -> AF(NewsLauncher & (newsAppVersion = 3.1.4)))
629;AG(mainMenu -> AF(AgendaLauncher & (agendaAppVersion = 3.1.5)))
630;AG(mainMenu -> AF(FacebookLauncher & (facebookAppVersion = 3.1.9)))
631;AG(mainMenu -> AF(TwitterLauncher & (twitterAppVersion = 3.1.10)))
632;AG(mainMenu -> AF(EmployeeFinderLauncher & (employeeFinderAppVersion = 3.1.6)))
633;AG((language = Dutch) -> AF(mainMenu -> (EncyclopediaLauncher & (encyclopediaAppVersion = 3.1.7))))
634;AG((language = Dutch) -> AF(mainMenu -> (StudentHandbookLauncher & (studentHandbookAppVersion = 3.1.8))))
635;AG(mainMenu -> EF(likeInsApption))
636;AG(mainMenu -> EF(tweetInsApption))
637;AF(TwitterSettingsLink)
638;AF(FacebookSettingsLink)
639;AG(TwitterSettingsMenu -> AF(SaveTwitterUsernameAndPassword))
640;AG(FacebookSettingsMenu -> AF(SaveFacebookUsernameAndPassword))
641;AG(TwitterSettingsMenu -> AF(DeleteTwitterUsernameAndPassword))
642;AG(FacebookSettingsMenu -> AF(DeleteFacebookUsernameAndPassword))
643;AF(searchBuildingByName)
644;AF(searchBuildingByAddress)
645;AF(searchPOIByName)
646;AG((searchByName | searchByAddress) -> AF(displayedSet))
647;AG(searchPOIByName -> AF(displayedPOISet))
648;AF((searchBuildingByName | searchBuildingByAddress | searchPOIByName) & viewElementOnMap)
649;AF(navigateBetweenBuildings)
650;AF(navigateBuildingToPOI)
651;AF(navigatePOITOBuilding)
652;AF(navigateBetweenPOI)
653;AF(navigatePOIToLocation)
654;AF(navigateStreetToLocation)
655;AG(exists i, j: i != j & transport = Ti & EX (transport = Tj))
656;AF(searchFromLocationByBuildingName)
657;AF(searchFromLocationByBuildingAddress)
658;AF(searchFromLocationByPOIName)
659;AG(searchResult -> AF(fromLocationSelected))
660;AF(mapFromLocationSelected)
661;AF(searchToLocationByBuildingName)
662;AF(searchToLocationByBuildingAddress)
663;AF(searchToLocationByPOIName)
664;AG(searchResult -> AF(toLocationSelected))
665;AF(mapToLocationSelected)
666;AG(routePlanned -> AF(routeShownInMapView))
667;AG(mapView -> stylisticStyle)
668;AG(mapView -> satelliteStyle)
669;AF((stylisticView & EX(satelliteView)) | (satelliteView & EX(stylisticView)))
670;AG(mapView -> AF(zoom))
671;AG(mapView -> AF(pan))
672;AG(mapView -> currentLocation)
673;AG(buildingView -> POIsIndicated)
674;EF(currentLocation & tweetCurrentLocation)
675;EF(currentLocation & changeFacebookStatus)
676;AG(administrator -> AF(changeStylisticMap))
677;AG(administrator -> AF(addBuildings))
678;AG(administrator -> AF(removeBuildings))
679;AG(administrator -> AF(addPathVertices))
680;AG(administrator -> AF(removePathVertices))
681;AG(administrator -> AF(removePathEdges))
682;AG(administrator -> AF(addPathEdges))
683;AG(administrator -> AF(addPOI(B, F, R)))
684;AG(administrator -> AF(removePOI(B, F, R)))
685;AG(administrator -> AF(linkPOI(p, B, F, R)))
686;AG(administrator -> AF(unlinkPOI(p, B, F, R)))
687;AG(titleScreen -> AF(showNewsTitles(RSS)))
688;AG(newsTitles -> AF(showFirstLines))
689;AG(chooseNewsTitle(i) -> AF(showFullNewsReport(i)))
690;AF(likeNewsItem)
691;AF(tweetNewsItem)
692;AG(administrator -> AF(modifyEnglishRSSFeeds))
693;AG(administrator -> AF(modifyDutchRSSFeeds))
694;AG(appStart -> AF(showUpcomingEvents))
695;AF(calendarView)
696;AF(openCalendarView)
697;AF(closeCalendarView)
698;AG(calendarView -> AF(changeMonth))
699;AG(calendarView -> AF(eventDayVisible))
700;AG(calendarView -> AF(currentDayIndicated))
701;AG(calendarView & daySelected -> AF(eventsShown))
702;AF(searchEventsByDate)
703;AF(searchEventsBySubject)
704;AG((searchEventsByDate | searchEventsBySubject) -> AF(matchingEventsDisplayed))
705;AF(likeEvent)
706;AF(tweetEvent)
707;AG(agendaApp -> AF(selectedLanguage & eventsFromRSSFeeds))
708;AG(administrator -> AF(modifyEnglishRSSFeeds))
709;AG(administrator -> AF(modifyDutchRSSFeeds))
710;AG(agendaAppStarted -> AF(upcomingEventsShown))
711;AF(searchPersonByName)
712;AF(searchPersonByDepartment)
713;AG((searchPersonByName | searchPersonByDepartment) -> AF(employeesDisplayed))
714;AG(employeeSearchResultSet -> AF(viewPersonalInfo(i)))
715;AF(showEmployeeOfficeLocationOnMap(i))
716;AF(planRouteToEmployeeOffice(i))
717;AG(encyclopediaAppStarted -> AF(mostSearchedItemsDisplayed))
718;AG(encyclopediaAppStarted -> AF(mostRecentItemsDisplayed))
719;AF(searchBookByWord | searchBookByPhrase)
720;AG((searchByWord | searchByPhrase) -> AF(displayedTopics))
721;AF(selectTopic)
722;AG(clickTopic -> AF(showFullText))
723;AF(likeTopic)
724;AF(tweetTopic)
725;AG(handbookAppStarted -> AF(mostSearchedItemsDisplayed))
726;AG(facebookAppStarted -> AF(TUEFacebookPageDisplayed))
727;AF(selectTUEFacebookSite))
728;AG(administrator -> AX(modifyTUEFacebookSiteList))
729;AG(twitterAppStarted -> AF(TUeTwitterPageShown))
730;AF(selectTUeTwitterSite)
731;AG(administrator -> AX(modifyTUETwitterSiteList))
732;AF(downloadMobileApp)
733;AG(freeDownload)
734;AG(newVersionReleased -> AF(userChecksManually))
735;AG(newReleaseAvailable -> AF(downloadThroughPhone))
736;AG(downloadedApp -> AF(registerWithApp & provideUsername & providePassword & provideEmail & (providePhoneNumber | !providePhoneNumber)))
737;AG(registered -> AF(logInToApp))
738;AG(logInInfoStored -> AF(autoLogIn))
739;AG(userRegistered -> AF(retrievePasswordByEmail))
740;AG(userLoggedIn -> AF(showSearchPage))
741;AF(performSearchByPrice) & AF(performSearchByDestination) & AF(performSearchByRestaurantType) & AF(performSearchBySpecificDish) & AF(performFreeTextSearch)
742;AF(selectMultipleSearchOptions)
743;AF(viewSearchResultsOnMap)
744;AG(userPosition -> AF(relevantRestaurants & closestRestaurants))
745;AG(pin(i) -> AF(restaurant(j))) & (i = j)
746;AG(pin(i) -> infoLink(i))
747;AG(resultsDisplayed(n) -> (n >= 0 & n <= 100))
748;AG(mapView -> defaultZoom)
749;AG(mapView -> (button & (buttonSelected -> AF(filterMenuDisplayed))))
750;AG(searchResults -> AF(listView))
751;AG(listElement(i) -> AF(specificRestaurant(j))) & (i = j)
752;AG(element(i) -> (AF(restaurantName(i)) & AF(telephoneNumber(i)) & AF(typeOfFood(i)) & AF(distanceToUser(i)) & AF(averagePrice(i)) & AF(shortDescription(i)) & AF(webPageLink(i)) & AF(informationLink(i))))
753;AG(moreRestaurantsThanDisplayable -> scrollable)
754;AG(searchByPrice -> AX(priceSorted & distanceSorted & typeSorted & dishSorted))
755;AG((!searchByPrice & searchOption) -> AX(distanceSorted & priceSorted & typeSorted & dishSorted))
756;AG(listView -> AF(header & sortingOptions))
757;AG(listView -> (button & (buttonSelected -> AF(filterMenuDisplayed))))
758;AF(pinSelected | listElementSelected)
759;AG((pinSelected | listElementSelected) -> AF(restaurantLocationSentToGPS))
760;AF(userNavigatedToDestination)
761;AG(destinationReached -> AF(backToSearchPage))
762;AG(searchOption -> AF(switchToMapView) & AF(switchToListView))
763;AG(resultItem -> AF(informationLinkSelected))
764;AG(selectInformationLink -> AF(informationPageDisplayed))
765;AG(inputPriceRange -> AX(listViewDisplayed))
766;AG(inputDistanceRange -> AF(distanceFilteredResults))
767;AG(minDistance = 0 & maxDistance = 10)
768;AG((higherMaxDistRequested -> AF(higherMaxDistAllowed))) &  AG((lowerMaxDistRequested -> AF(lowerMaxDistAllowed))) & AG((higherMinDistRequested -> AF(higherMinDistAllowed)))
769;AG(defaultDisplay -> AF(mapView))
770;AG(searchByPrice -> AF(isInteger(priceInput))) & AG(searchByDestination -> AF(isInteger(destinationInput)))
771;AG(invalidInput -> AF(userInformed & promptAcceptedInput))
772;AG(selectRestaurantType -> EF(restaurantTypeSelected)) & AG(restaurantTypeSelected -> mapViewDisplayed)
773;AG(selectSpecificDish -> EF(specificDishSelected)) & AG(specificDishSelected -> mapViewDisplayed)
774;AG(searchByFreeText -> AF(searchByRestaurantName | searchByRestaurantDescription | searchByRestaurantAddress | searchByRestaurantType | searchByRestaurantMenu))
775;AG(noMatch -> AF(userInformed & stayOnSearchPage))
776;AG(viewingList -> AF(sortByPrice | sortByDistance | sortByType | sortByDish | sortByName))
777;AG((sortByRestaurantName | sortByDishName | sortByRestaurantType) -> AF(alphabeticalOrder))
778;AG(sortByPrice -> AF(sortedCheapestToMostExpensive))
779;AG(sortByDistance -> AF(sortedClosestToFurthest))
780;AG(sortButtonClicked -> AF(orderReversedDescending))
781;AG(sortButtonClicked -> AF(orderReversed))
782;AG((listView | mapView) -> AF(filteringMenuAvailable))
783;AG(filteringOptions -> AF((increaseMaxDistance | decreaseMaxDistance) & (increaseMaxPrice | decreaseMaxPrice) & (chooseRestaurantType | chooseSpecificDish)))
784;AG(mobileApp -> AF(userProfilePage))
785;AG(userProfilePage -> AF(editPassword & editEmail & editPhoneNumber))
786;AG(userProfilePage -> AF(selectLanguage))
787;AF(noAccount & EX(register))
788;AG(registrationInfoProvided -> AF(applyForVerification))
789;AG((appliedForVerification -> AF(confirmationEmailReceived)) & (confirmationEmailReceived -> AF(ableToLogin)))
790;AG(wantsToLogIn -> AF(logsInWithAccount & AX(AF(loggedInAsOwner))))
791;AG((wantsToLogIn & lostPassword) -> AF(enterEmail & submitForm -> AF(receiveEmailWithPassword)))
792;AG((loggedIn & wantsToManageInfo) -> EX(manageInfoInForm))
793;AG((wantsToFillMandatoryFields & provideAvgPrice & provideAddress & provideEmail & providePhone & provideRestaurantName) -> AF(filledMandatoryFields))
794;AG((wantsToFillOptionalFields & provideDescription & provideMenu & provideType & providePicture & provideMobilePhone) -> AF(filledOptionalFields))
795;AG((wantsToFillMenuField & provideDishName & provideDishDescription & provideDishPrice) -> AF(filledMenuField))
796;AG((filledMandatoryFields & submitForm) -> AF(informationAdded))
797;AG(((filledMandatoryFields & filledOptionalFields) & submitForm) -> AF(informationAdded))
798;AG((loggedIn & informationExists & deleteInformation) -> AF(informationDeleted))
799;AG((loggedIn & informationExists & editInformation) -> AF(informationEdited))
800;AG((wantSelectLanguage & selectEnglish) -> AF(webPortalLanguage = English))
801;AG((wantSelectLanguage & selectSwedish) -> AF(webPortalLanguage = Swedich))
802;AG((wantSelectLanguage & selectFrench) -> AF(webPortalLanguage = French))
803;AG((wantSelectLanguage & selectSpanich) -> AF(webPortalLanguage = Spanich))
804;AG(adminLogin -> AF(loggedInAsAdmin))
805;AG((adminLoggedIn & verifyRestaurantOwner) -> (AF(restaurantOwnerCanLogIn) & AF(receiveConfirmationEmail)))
806;AG((adminLoggedIn & rejectRestaurantOwner) -> (AF(!restaurantOwnerCanLogIn) & AF(receiveRejectionEmail)))
807;AG((adminLoggedIn & createNewRestaurantType) -> AF(newRestaurantTypeAdded))
808;AG((adminLoggedIn & editRestaurantType) -> AF(restaurantTypeUpdated))
809;AG((adminLoggedIn & deleteRestaurantType) -> AF(restaurantTypeRemoved))
810;AG((adminLoggedIn & createNewDish) -> AF(newDishAdded))
811;AG((adminLoggedIn & editDish) -> AF(dishUpdated))
812;AG((adminLoggedIn & deleteDish) -> AF(dishRemoved))
813;AG((adminLoggedIn & addRestaurantInfo) -> AF(restaurantInfoAdded))
814;AG((adminLoggedIn & restaurantInfoExists & deleteRestaurantInfo) -> AF(restaurantInfoDeleted))
815;AG((adminLoggedIn & editRestaurantInfo) -> AF(restaurantInfoEdited))
816;AG((adminLoggedIn & editExistingUser) -> AF(userInfoUpdated))
817;AG((adminLoggedIn & deleteExistingUser) -> AF(userInfoDeleted))
818;AG((adminLoggedIn & createNewRestaurantOwner) -> AF(newRestaurantOwnerAdded))
819;AG((adminLoggedIn & editRestaurantOwner) -> AF(restaurantOwnerUpdated))
820;AG((adminLoggedIn & deleteRestaurantOwner) -> AF(restaurantOwnerDeleted & AX(restaurantInfoDeleted)))
821;AG((adminWantSelectLanguage & adminSelect(English)) -> AF(webPortalLanguage= English))
822;AG((adminWantSelectLanguage & adminSelect(Swedich)) -> AF(webPortalLanguage= Swedich))
823;AG((adminWantSelectLanguage & adminSelect(French)) -> AF(webPortalLanguage= French))
824;AG((adminWantSelectLanguage & adminSelect(Spanish)) -> AF(webPortalLanguage= Spanish))
825;AG(filledFields -> AF(activationMailSent))
826;AG(accountActivated -> AX(userLoggedIn))
827;AG((enterUsername | enterEmail) & enterPassword -> AX(loggedIn))
828;AG(logoutButtonPressed -> AX(loggedOut))
829;AG(loggedOut -> A[!usingSystem U loggedIn])
830;AG(userSearching -> AF(searchByPrice | searchByLocation | searchByCategory))
831;AG(browseProfiles -> AF(viewUsernames) & AF(viewProfilePhotos) & AF(viewUsersItems))
832;AG(browseCategories -> AF(viewCategories) & AF(viewCategoryItemCount))
833;AG(userBrowsingItems -> AF(viewItemPictures & viewItemPrices & viewOtherFeatures))
834;AF(changeUsername) & AF(changeEmail) & AF(changeProfilePicture) & AF(changePassword)
835;AG((changeUsername | changePassword) -> AF(notificationMailSent))
836;AG(emailLinkClicked -> AX(changesApplied))
837;EF(buyCredits)
838;EF(useCreditCard | usePayPal)
839;EF(touchAddToCart -> AX(itemAddedToCart))
840;AG(itemsAddedToCart -> AF(itemsAvailableForCredits & buyItemsWithCredits))
841;AG((itemWantedAvailableForExchange & userHasItemsForExchange) -> AX(exchangeRequest))
842;AG(exchangeOffered -> AX(approveExchange))
843;AG(exchangeOffered -> AX(declineExchange))
844;AF(startShipmentNotification)
845;AG(addItem(i) -> EX(setPrice(i) | setAmount(i) | uploadPictures(i) | addDetails(i)))
846;AG(itemAdded(i) -> (addPicture(i) | removePicture(i) | changePrice(i) | changeDetails(i)))
847;AG(userWishesToRemove(i) -> AX(removeItem(i)))
848;AG(userWishesToDeleteProfile -> AX(deleteProfile))
849;AG(deleteProfile -> AF(!accessWithOldAccountDetails))
850;AG(markAsFavorite(i) -> (AF(changeToItem(i)) -> AF(userNotified)))
851;AG(tradeWithUser(j) -> AX(rateUser(j) & commentUser(j)))
852;AF(registerComplaint)
853;AG(registerComplaint -> AF(takeComplaintForward))
854;AG(complaintInitiated -> AF(investigationInitiated))
855;AG(registration -> AF(investigationModuleCCTNS & investigationProcess))
856;AG(prosecutingCases -> AF (interfacingWithCourts))
857;AG(designatedConstable -> AF (interfacesWithCourts))
858;AG(interfacesWithCourts -> AF(prosecutionModuleCCTNS & recordCourtInteractions))
859;AG(searchModuleCCTNS -> AF(basicSearch | advancedSearch))
860;AG((basicSearch | advancedSearch) -> AF(searchPerson & searchCrimeType & searchModusOperandi & searchProperty))
861;AG((basicSearch | advancedSearch) -> AF(viewByCriminalAccused | viewByCases))
862;AG(reporting -> AF(monthlyReporting | RTIRelated))
863;AG(citizenInterface -> AF(informationExchange))
864;AG(citizens -> AF(getInformation | getAcknowledgements))
865;AG(police -> AF(quickResponse))
866;AG(roleBasedLandingPages -> AF(navigateCCTNS & displayInfo))
867;AG(contextSensitiveHelp -> AF(allActionsScenarios & allUserInterfaces))
868;AG(logDefectsEnhancements -> AF(trackDefectsEnhancements))
869;AG(userChoosesAlerts & actionPerformed -> AF(sendAlerts))
870;A[!trackRequest W (submitRequest & AF(trackRequest))]
871;EF(viewCategoryWise) & EF(viewStatusWise) & EF(viewAgeWise)
872;AG(accessibleWithinApp) & AG(accessibleOutsideApp)
873;AG(auditTrailActivated -> AF(trackEventsAutomatically & storeInfoInAuditTrail))
874;AG(caseLife -> AF (maintainAuditTrail))
875;AG((auditTrailAvailable & specificEventIdentified & relatedDataAccessible) -> AF(authorisedExternalPersonnel))
876;AG(exportAuditTrails -> AF(!auditTrailAffected & externalAuditorsExamine))
877;AG(captureViolations -> AF(storeViolations & (accessDenied | attemptedViolations)))
878;AG(minimumReports -> AF(reportByCase & reportByUser & reportChronologically))
879;AG(provideReports -> AF(reportByWorkstation | reportByNetworkAddress))
880;AG(limitAccess -> AF(accessBySpecifiedUsers | accessByUserGroups))
881;AG(roleBasedControl)
882;Exists i, j : AG(userBelongsToGroup(i) & userBelongsToGroup(j) & (i != j))
883;AG((setUpUserProfile | allocateUserToGroup) -> adminUser)
884;AG(userStipulatesAccess -> EX(canAccessCase))
885;AG((changeSecurityAttributes & !superUser) -> AF(!canChangeAttributes))
886;AG((userRequestAccess & noAccessRight) -> AF((displayTitleMetadata & !displayCaseExistence & !CaseInformation) | (!displayTitleMetadata & displayCaseExistence & !CaseInformation) | (!displayTitleMetadata & !displayCaseExistence & CaseInformation)))
887;AG(userPerformsSearch -> AF(noAccessRight -> !recordIncluded))
888;AG(unauthorizedAccessAttempt -> AF(logInAuditTrail))
889;AG((caseAccess | caseActivity) -> AF(storeInAuditTrail))
890;AG(displayCases & displaySuspects)
891;AG(persistentDefaults -> AF(userDefinableValues | sameAsPreviousItem | contextDerivedValues))
892;AG(frequentTransactions -> AF(smallInteractions))
893;AG(nonTextMedia -> AF(textEquivalent))
894;AG(downtime <= 2)
